"UniproEntry","Hydropathy","FCR","IDR","LCR","Pscore","PLAAC","catGRANULE","PhosFreq","Score"
"A0A0N7KPE4",0.38245614,0.421052632,0.498614958,0.243767313,1.12,-0.5,0.562283,0.00277008310249307,0
"A0A0N7KPV1",0.462116402,0.276190476,0.647619048,0.285714286,NA,-0.398,0.00421455,0.00952380952380952,0
"A0A0N7KPV6",0.424470899,0.226190476,0.517857143,0.300595238,1.58,-0.132,0.663465,0.00297619047619048,0
"A0A0N7KQA7",0.430718954,0.288235294,0.617647059,0.041176471,0.75,-0.314,0.0560143,0.0117647058823529,0
"A0A0N7KQF0",0.418888889,0.316666667,0.020833333,0.19375,0.63,-0.326,0.257692,0.00625,0
"A0A0N7KQF1",0.41748449,0.228426396,0.335025381,0.294416244,1.89,-0.162,-0.393407,0.0101522842639594,0
"A0A0N7KQK8",0.406455026,0.230952381,0.957142857,0.435714286,4.38,0.105,1.08904,0.00238095238095238,0
"A0A0N7KQR8",0.451690821,0.27826087,0.386956522,0,1.36,-0.363,-0.404368,0.00869565217391304,0
"A0A0N7KQW3",0.470592021,0.235521236,0.079150579,0.198841699,0.73,-0.206,0.221591,0.00386100386100386,0
"A0A0N7KQY2",0.44157197,0.184659091,0,0.076704545,3.91,0.247,1.6401,0.00284090909090909,0
"A0A0N7KQZ7",0.422614091,0.231447465,0.0286554,0.048493755,1.94,-0.088,1.1905,0.00367376928728876,0
"A0A0N7KS86",0.444054054,0.262162162,0,0,-0.08,-0.307,0.553315,0.0027027027027027,0
"A0A0N7KS97",0.419225837,0.335781742,0.121720881,0.22455404,1.33,-0.175,0.385501,0.00104931794333683,0
"A0A0N7KSR2",0.508333333,0.236842105,0.480263158,0.546052632,1.06,-0.444,-0.761233,0.0131578947368421,0
"A0A0N7KSX6",0.372222222,0.215277778,0.8125,0.118055556,4.78,0.06,1.7641,0.0486111111111111,0
"A0A0P0UX28",0.4502849,0.260683761,0,0.045584046,1.83,-0.16,0.726226,0.00284900284900285,0
"A0A0P0UX66",0.481743436,0.238757155,0,0.023712183,1.13,-0.157,0.702409,0.000408830744071954,0
"A0A0P0UXP0",0.452725367,0.278301887,0.419811321,0.462264151,-0.43,-0.344,-1.04663,0.0188679245283019,0
"A0A0P0UXX4",0.44199025,0.210287443,0,0.264750378,2.27,0.153,0.543122,0.00151285930408472,0
"A0A0P0UY24",0.508869814,0.223175966,0,0.145922747,0.19,-0.498,-0.998162,0.00429184549356223,0
"A0A0P0UY37",0.442250989,0.268608414,0.349514563,0.346278317,2.32,-0.143,-0.0346639,0.00647249190938511,0
"A0A0P0UYG1",0.499050332,0.198717949,0,0.106837607,2.39,-0.044,0.475215,0.00106837606837607,0
"A0A0P0UYK9",0.36031746,0.271889401,1,0.341013825,2.15,-0.104,1.46732,0.00460829493087558,0
"A0A0P0UYZ1",0.422606468,0.23054755,0.121037464,0.340057637,1.22,-0.049,1.39034,0.00864553314121038,0
"A0A0P0UZ39",0.490955166,0.252631579,0,0.189473684,1.69,-0.305,0.0810892,0.00701754385964912,0
"A0A0P0UZA9",0.424421053,0.235789474,0.035789474,0.176842105,0.44,-0.073,0.381074,0.00631578947368421,0
"A0A0P0UZU1",0.455082742,0.216312057,0.460992908,0.475177305,1.31,-0.159,0.476424,0.00709219858156028,0
"A0A0P0UZU5",0.434878587,0.238410596,0.271523179,0.152317881,-0.03,-0.276,-0.752379,0.00662251655629139,0
"A0A0P0V0J2",0.488656085,0.224761905,0.112380952,0.165714286,2.61,-0.216,0.953419,0.0019047619047619,0
"A0A0P0V0Q5",0.459473967,0.241545894,0.04589372,0.326086957,3.44,-0.121,1.04016,0.00483091787439614,0
"A0A0P0V0R8",0.382074653,0.3515625,0,0.23046875,1.17,-0.261,-0.0505256,0.01953125,0
"A0A0P0V169",0.431734893,0.287719298,0.031578947,0,0.61,-0.367,0.471245,0.00350877192982456,0
"A0A0P0V241",0.328245067,0.485981308,0.962616822,0.476635514,NA,-0.743,1.20874,0.00934579439252336,0
"A0A0P0V256",0.453593328,0.28807947,0.187637969,0.059602649,1.63,-0.185,0.875663,0.0033112582781457,0
"A0A0P0V2C9",0.421718873,0.335454886,0,0.050355672,0.9,-0.143,1.67527,0.00336952452265069,0
"A0A0P0V2Y7",0.419670988,0.283563363,0.143036386,0.145545797,2.75,-0.063,0.0850098,0.0163111668757842,0
"A0A0P0V356",0.380087391,0.243445693,0.531835206,0.020599251,1.72,0.01,1.26688,0.00749063670411985,0
"A0A0P0V3D8",0.363451777,0.38071066,0.532994924,0.14213198,0.71,-0.437,0.546797,0.0203045685279188,0
"A0A0P0V3G9",0.467409004,0.234913793,0.05387931,0,1.23,-0.208,0.793365,0.0021551724137931,0
"A0A0P0V3S3",0.401974753,0.266591676,0,0.079865017,1.99,0.074,0.976452,0.00224971878515186,0
"A0A0P0V430",0.473496585,0.230884558,0.016491754,0.109445277,1.26,-0.154,-0.0301879,0.00449775112443778,0
"A0A0P0V4C5",0.478783684,0.220099668,0,0.051495017,1.58,-0.119,0.699338,0.00415282392026578,0
"A0A0P0V4E0",0.425676454,0.212435233,0,0.134715026,1.42,-0.228,0.125946,0.00518134715025907,0
"A0A0P0V517",0.445508436,0.216142271,0.136798906,0.062927497,1.14,-0.095,0.742659,0.0027359781121751,0
"A0A0P0V571",0.478106808,0.185649203,0,0.150341686,1.56,-0.22,-0.435454,0.00455580865603645,0
"A0A0P0V581",0.477883598,0.178231293,0.069387755,0.062585034,3.31,0.157,0.363954,0.00272108843537415,0
"A0A0P0V5C3",0.394272339,0.304832714,0.21685254,0.081784387,4.05,-0.033,1.53988,0.0223048327137546,0
"A0A0P0V5F4",0.529802069,0.159919028,0,0.149797571,1.03,-0.2,0.560404,0.00202429149797571,0
"A0A0P0V5G5",0.434782609,0.180124224,1,0.397515528,3.11,-0.171,-1.46987,0.0124223602484472,0
"A0A0P0V5J0",0.474362674,0.231601732,0,0.112554113,-0.15,-0.347,0.242353,0.0108225108225108,0
"A0A0P0V5R1",0.375180375,0.324675325,1,0.363636364,NA,-0.437,-1.07316,0.012987012987013,0
"A0A0P0V5R2",0.472340987,0.159144893,0.410926366,0.26128266,3.36,-0.067,-0.194098,0.00950118764845606,0
"A0A0P0V643",0.490144597,0.184931507,0.071917808,0.335616438,0.69,-0.252,-0.672498,0.00684931506849315,0
"A0A0P0V678",0.490422323,0.221719457,0,0.054298643,1.44,-0.172,0.291196,0.00113122171945701,0
"A0A0P0V6U6",0.494802867,0.185483871,0,0.088709677,NA,-0.425,-1.96792,0.0241935483870968,0
"A0A0P0V7C5",0.425495495,0.208108108,0.018918919,0.4,1.48,-0.169,-0.414823,0.0027027027027027,0
"A0A0P0V7G6",0.388750863,0.341614907,0.450310559,0.322981366,2.33,-0.18,0.577018,0.0062111801242236,0
"A0A0P0V7V7",0.417700666,0.29022082,0.356466877,0.227129338,2.97,-0.182,0.757247,0.00946372239747634,0
"A0A0P0V7Y6",0.442989418,0.282738095,0.053571429,0,0.33,-0.398,0.973234,0.0119047619047619,0
"A0A0P0V864",0.446994536,0.259953162,0,0.31381733,0.29,-0.158,0.299903,0.00234192037470726,0
"A0A0P0V8F9",0.453818891,0.267942584,0,0.212121212,0.22,-0.135,1.1638,0.00797448165869218,0
"A0A0P0V8H0",0.512145215,0.174257426,0,0.100990099,0.43,-0.249,0.0561613,0.00396039603960396,0
"A0A0P0V8I6",0.452545522,0.188963211,0,0.102006689,3.76,0.037,0.263703,0.00334448160535117,0
"A0A0P0V8Q5",0.501148148,0.2125,0,0.01,0.41,-0.278,0.355705,0.00166666666666667,0
"A0A0P0V8R9",0.500826446,0.20661157,0,0.099173554,0.29,-0.237,-0.0500845,0.00619834710743802,0
"A0A0P0V8S9",0.414922236,0.250945776,0,0,0.96,-0.065,1.24996,0.00252206809583859,0
"A0A0P0V8T8",0.480892608,0.184100418,0.083682008,0.127615063,0.8,-0.231,0.27228,0.00836820083682008,0
"A0A0P0V8W3",0.47639698,0.232038835,0.051456311,0.088349515,1.37,-0.102,0.550391,0.00970873786407767,0
"A0A0P0V921",0.458527132,0.255813953,0.209302326,0.162790698,0.03,-0.331,0.543301,0.0116279069767442,0
"A0A0P0V9B6",0.427056828,0.198473282,0.778625954,0.41221374,NA,-0.297,-1.74353,0.00763358778625954,0
"A0A0P0V9H2",0.425442011,0.286131387,0.045255474,0.06350365,2.05,-0.191,1.31304,0.00875912408759124,0
"A0A0P0V9J7",0.43002569,0.222543353,0.075144509,0.095375723,1.61,0.025,1.71338,0.00867052023121387,0
"A0A0P0V9X6",0.476215278,0.23046875,0,0.1953125,-0.04,-0.23,-0.13302,0.00390625,0
"A0A0P0VAP8",0.424592593,0.266666667,1,0,NA,-0.21,-0.23657,0.0266666666666667,0
"A0A0P0VAX1",0.415266486,0.284552846,0.040650407,0.027100271,0.58,-0.272,0.794443,0.002710027100271,0
"A0A0P0VB46",0.535818043,0.177752294,0,0.26146789,1.08,-0.215,0.542256,0.00114678899082569,0
"A0A0P0VB81",0.398079561,0.328395062,0.261728395,0.027160494,1.02,-0.169,0.904282,0.00493827160493827,0
"A0A0P0VBB5",0.471347123,0.229116945,0.019093079,0.019093079,1.17,-0.247,0.471458,0.00477326968973747,0
"A0A0P0VBB9",0.438338884,0.294277929,0.216167121,0.069028156,1.95,-0.3,0.771067,0.000908265213442325,0
"A0A0P0VBF4",0.483682324,0.202037351,0,0.142614601,0.61,-0.261,0.511708,0.00169779286926995,0
"A0A0P0VBK5",0.445070887,0.225519288,0,0.252225519,1.09,-0.089,0.0676778,0.00593471810089021,0
"A0A0P0VBX6",0.399681239,0.344262295,0.393442623,0.245901639,1.4,-0.403,0.749798,0.00409836065573771,0
"A0A0P0VC43",0.475019794,0.220902613,0.144893112,0.043942993,2.23,-0.075,0.423873,0.00475059382422803,0
"A0A0P0VC44",0.423002066,0.304139172,0.266946611,0.048590282,1.79,-0.146,0.971682,0.00419916016796641,0
"A0A0P0VC79",0.45127421,0.225917431,0.035550459,0.060779817,1.05,-0.218,1.05539,0.00114678899082569,0
"A0A0P0VCJ3",0.463622065,0.203235592,0,0.086956522,1.52,0.093,0.0812199,0.00101112234580384,0
"A0A0P0VD31",0.456459609,0.214348206,0,0.106736658,2.78,-0.082,1.50453,0.0174978127734033,0
"A0A0P0VD75",0.494202899,0.212560386,0,0.086956522,-0.68,-0.313,-0.868818,0.00483091787439614,0
"A0A0P0VDM9",0.400277778,0.308333333,0.33125,0.425,3.23,-0.057,1.24512,0.0104166666666667,0
"A0A0P0VEA4",0.370499658,0.359342916,1,0,-0.6,-0.456,0.557137,0.0225872689938398,0
"A0A0P0VEB3",0.435987103,0.212053571,0.102678571,0.125,6.11,0.033,1.00305,0.00446428571428571,0
"A0A0P0VEC2",0.430253623,0.288043478,0.625,0.690217391,-0.82,-0.306,0.982742,0.00543478260869565,0
"A0A0P0VED8",0.370561283,0.364261168,1,0.073883162,0.2,-0.248,0.529824,0.00171821305841924,0
"A0A0P0VEK6",0.4390625,0.28125,0.796875,0.5234375,NA,-0.377,-0.386056,0.0078125,0
"A0A0P0VEP5",0.391951952,0.356756757,1,0.264864865,2.75,-0.337,0.575743,0.0108108108108108,0
"A0A0P0VEX5",0.381063034,0.283653846,0.725961538,0.153846154,4.92,-0.086,1.37692,0.0264423076923077,0
"A0A0P0VF70",0.504503507,0.235880399,0,0.03654485,0.2,-0.357,-0.343943,0.00332225913621262,0
"A0A0P0VFU0",0.417789536,0.292063492,0.025396825,0.011640212,1.93,-0.094,0.810631,0.00423280423280423,0
"A0A0P0VFU8",0.376052765,0.333333333,0.767123288,0.086757991,1.03,-0.322,0.385631,0.0136986301369863,0
"A0A0P0VG25",0.497543088,0.23349835,0,0.032178218,-0.04,-0.227,0.0787369,0.000825082508250825,0
"A0A0P0VG47",0.465285451,0.244014733,0.007366483,0.078268877,1.31,-0.131,0.711638,0.00276243093922652,0
"A0A0P0VG74",0.333908568,0.329700272,1,0.632152589,3.81,-0.066,1.36166,0.0844686648501362,0
"A0A0P0VGI3",0.490953375,0.223382046,0,0.14822547,1.02,-0.29,0.333587,0.00208768267223382,0
"A0A0P0VGR0",0.477397911,0.256410256,0.854700855,0.247863248,NA,-0.378,0.207738,0.00854700854700855,0
"A0A0P0VH81",0.405937684,0.380952381,1,0.444444444,4.7,-0.343,0.610064,0.00529100529100529,0
"A0A0P0VH95",0.399977644,0.303822938,0,0.084507042,2.57,-0.128,0.650952,0.00201207243460765,0
